GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC23,TOT_HOUS23,LESS_10K23,10K_15K23,15K_20K23,20K_25K23,25K_30K23,30K_35K23,35K_40K23,40K_45K23,45K_50K23,50K_60K23,60K_75K23,75K_100K23,100_125K23,125_150K23,150_200K23,200K_MOR23
120150204021,12, Florida,015, Charlotte County,,447,0,0,58,0,19,0,0,133,15,26,23,31,0,65,60,17
120150204022,12, Florida,015, Charlotte County,90735.0,872,18,0,27,16,49,0,35,0,12,74,74,175,85,227,66,14
120150204023,12, Florida,015, Charlotte County,66944.0,526,47,19,36,43,0,0,0,85,19,0,60,57,92,19,45,4
120150204024,12, Florida,015, Charlotte County,85439.0,844,54,0,0,0,20,13,24,0,45,75,148,168,106,68,88,35
120150205011,12, Florida,015, Charlotte County,59821.0,662,61,0,21,62,0,20,0,31,16,123,16,104,94,24,63,27
120150205012,12, Florida,015, Charlotte County,91750.0,906,32,0,19,128,24,22,20,30,0,54,45,114,117,117,85,99
120150205013,12, Florida,015, Charlotte County,75378.0,728,25,0,0,0,0,35,27,17,15,91,136,175,63,53,57,34
120150205021,12, Florida,015, Charlotte County,99920.0,823,18,6,26,7,0,65,5,20,11,76,19,161,49,26,158,176
120150206011,12, Florida,015, Charlotte County,66424.0,669,80,12,36,15,30,12,9,19,21,11,203,88,69,25,27,12
120150206012,12, Florida,015, Charlotte County,49630.0,454,28,1,61,19,10,23,30,24,35,39,75,30,21,34,12,12
120150206021,12, Florida,015, Charlotte County,57295.0,1071,44,53,17,64,64,165,8,13,24,88,104,138,162,57,47,23
120150206022,12, Florida,015, Charlotte County,53889.0,588,0,7,67,10,49,49,0,46,25,45,32,86,68,39,54,11
120150207001,12, Florida,015, Charlotte County,16722.0,677,17,97,338,27,91,18,0,0,17,21,0,18,0,16,17,0
120150207002,12, Florida,015, Charlotte County,40942.0,1132,146,96,0,57,58,34,146,211,15,33,129,70,119,18,0,0
120150207003,12, Florida,015, Charlotte County,32604.0,618,15,0,84,42,143,48,20,25,22,0,34,185,0,0,0,0
120150208001,12, Florida,015, Charlotte County,50179.0,1192,158,25,42,62,25,28,111,27,110,189,184,141,54,15,21,0
120150208002,12, Florida,015, Charlotte County,51548.0,368,36,28,30,0,0,11,20,9,37,71,60,5,24,16,0,21
120150208003,12, Florida,015, Charlotte County,36727.0,444,20,29,0,7,83,45,61,15,0,111,0,47,26,0,0,0
120150209001,12, Florida,015, Charlotte County,68920.0,757,49,66,31,31,13,0,40,36,0,36,142,142,97,10,0,64
120150209002,12, Florida,015, Charlotte County,65413.0,983,65,0,24,13,60,66,39,47,55,28,361,77,110,17,21,0
120150209003,12, Florida,015, Charlotte County,65313.0,1099,137,0,67,48,2,20,2,51,0,192,168,85,48,172,68,39
120150210011,12, Florida,015, Charlotte County,71917.0,911,52,31,17,21,25,42,36,56,57,51,81,158,85,36,113,50
120150210021,12, Florida,015, Charlotte County,52045.0,692,73,0,10,46,51,18,9,74,56,85,91,75,29,19,9,47
120150210022,12, Florida,015, Charlotte County,96684.0,236,0,0,0,0,8,4,0,0,0,36,6,80,26,14,62,0
120150210023,12, Florida,015, Charlotte County,67875.0,815,30,0,24,26,0,122,39,32,37,61,95,154,58,18,92,27
120150210031,12, Florida,015, Charlotte County,40609.0,311,34,0,33,10,21,38,0,80,9,24,21,0,31,0,10,0
120150210032,12, Florida,015, Charlotte County,34489.0,648,96,116,0,66,11,44,72,14,46,24,11,49,54,0,33,12
120150210033,12, Florida,015, Charlotte County,76346.0,430,34,11,4,10,26,0,49,18,0,22,34,34,66,66,13,43
120150210034,12, Florida,015, Charlotte County,53000.0,462,31,9,30,18,81,31,0,19,0,20,67,115,11,0,21,9
120150301011,12, Florida,015, Charlotte County,61875.0,873,142,12,33,31,19,20,44,35,26,55,120,123,84,36,67,26
120150301012,12, Florida,015, Charlotte County,49436.0,704,0,16,74,16,8,12,21,54,188,43,37,50,54,81,27,23
120150301021,12, Florida,015, Charlotte County,53355.0,891,28,63,37,71,7,0,168,0,30,103,106,96,39,86,33,24
120150301022,12, Florida,015, Charlotte County,64357.0,865,0,14,23,14,0,10,36,102,59,108,142,200,61,42,32,22
120150302011,12, Florida,015, Charlotte County,55666.0,335,8,64,22,0,0,18,0,0,0,112,14,43,16,17,21,0
120150302012,12, Florida,015, Charlotte County,75890.0,523,13,0,19,0,15,41,13,36,17,62,22,198,67,0,0,20
120150302013,12, Florida,015, Charlotte County,64196.0,1179,116,0,118,62,0,47,95,87,55,0,153,202,23,116,33,72
120150302014,12, Florida,015, Charlotte County,68016.0,469,57,0,0,18,17,30,0,60,0,35,67,136,38,11,0,0
120150302021,12, Florida,015, Charlotte County,68667.0,602,23,0,0,0,49,14,53,0,25,83,82,225,23,0,17,8
120150302022,12, Florida,015, Charlotte County,57396.0,657,27,32,17,47,66,26,0,11,49,54,39,144,32,51,47,15
120150303011,12, Florida,015, Charlotte County,50217.0,526,54,0,21,75,8,49,11,8,35,62,85,42,76,0,0,0
120150303012,12, Florida,015, Charlotte County,102813.0,150,0,0,0,0,0,0,11,0,10,0,44,9,17,24,11,24
120150303013,12, Florida,015, Charlotte County,126944.0,934,24,11,9,0,28,39,41,36,48,52,82,57,26,67,57,357
120150303021,12, Florida,015, Charlotte County,58065.0,478,0,67,26,37,38,14,39,0,0,42,24,54,75,37,15,10
120150303022,12, Florida,015, Charlotte County,54276.0,331,28,7,11,8,22,25,37,14,0,19,43,76,7,15,0,19
120150303023,12, Florida,015, Charlotte County,39702.0,265,37,0,30,17,11,0,40,6,17,20,60,18,0,9,0,0
120150303024,12, Florida,015, Charlotte County,54948.0,509,13,0,30,28,46,20,13,39,0,74,70,80,29,0,0,67
120150304011,12, Florida,015, Charlotte County,53625.0,957,148,8,13,35,72,25,95,0,34,104,65,176,84,40,29,29
120150304012,12, Florida,015, Charlotte County,71339.0,265,0,15,8,0,19,55,8,0,0,11,23,15,27,48,36,0
120150304021,12, Florida,015, Charlotte County,105303.0,474,56,12,0,28,0,0,32,28,0,31,0,46,77,0,70,94
120150304022,12, Florida,015, Charlotte County,81528.0,592,0,0,16,0,14,0,0,0,0,214,18,87,112,9,20,102
120150305011,12, Florida,015, Charlotte County,102154.0,800,5,0,0,56,19,0,10,0,26,27,102,74,211,81,34,155
120150305012,12, Florida,015, Charlotte County,100299.0,1393,28,0,51,33,14,144,49,64,0,50,118,140,215,192,170,125
120150305013,12, Florida,015, Charlotte County,71012.0,769,25,49,10,37,35,13,9,20,0,118,102,117,37,66,29,102
120150305041,12, Florida,015, Charlotte County,79331.0,644,0,4,37,73,2,42,0,20,34,12,35,112,71,12,70,120
120150305051,12, Florida,015, Charlotte County,54020.0,1213,67,51,123,188,80,0,26,19,30,57,115,258,32,74,28,65
120150305052,12, Florida,015, Charlotte County,50125.0,768,18,103,16,58,71,16,19,14,68,20,75,152,58,23,0,57
120150305053,12, Florida,015, Charlotte County,98450.0,775,75,0,0,0,0,0,19,17,16,65,75,136,89,16,167,100
120150305061,12, Florida,015, Charlotte County,59593.0,450,25,0,16,14,14,14,9,9,23,115,51,33,51,24,13,39
120150305062,12, Florida,015, Charlotte County,62404.0,688,33,0,44,0,21,54,14,97,0,31,80,88,67,75,36,48
120150305063,12, Florida,015, Charlotte County,53071.0,722,85,0,53,26,47,70,30,24,18,45,43,31,89,53,85,23
120150305071,12, Florida,015, Charlotte County,103548.0,718,31,0,0,28,0,0,11,36,34,76,66,64,124,90,133,25
120150305072,12, Florida,015, Charlotte County,79434.0,740,18,0,0,89,57,0,33,0,29,39,64,163,134,13,76,25
120159900000,12, Florida,015, Charlotte County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120791101001,12, Florida,079, Madison County,56910.0,443,18,0,0,31,33,16,27,8,36,65,18,77,63,10,41,0
120791101002,12, Florida,079, Madison County,34365.0,489,91,21,0,13,27,124,16,63,5,14,9,54,7,7,38,0
120791101003,12, Florida,079, Madison County,36400.0,352,28,26,46,9,18,21,50,8,0,26,6,20,78,0,0,16
120791102001,12, Florida,079, Madison County,56452.0,334,3,28,27,49,0,8,0,10,12,43,55,54,41,0,0,4
120791102002,12, Florida,079, Madison County,75282.0,301,22,0,8,7,0,7,8,16,53,4,22,51,25,57,21,0
120791102003,12, Florida,079, Madison County,59674.0,206,2,7,2,0,38,21,2,9,2,23,62,20,18,0,0,0
120791102004,12, Florida,079, Madison County,54244.0,430,33,33,15,23,4,5,66,5,1,61,13,122,49,0,0,0
120791103011,12, Florida,079, Madison County,57821.0,609,42,82,24,16,45,16,34,6,9,61,26,95,22,64,67,0
120791103012,12, Florida,079, Madison County,49175.0,467,18,15,0,13,32,30,5,18,153,10,87,47,26,10,3,0
120791103021,12, Florida,079, Madison County,34083.0,613,53,15,55,67,59,85,0,13,80,16,53,57,15,15,0,30
120791103022,12, Florida,079, Madison County,24583.0,452,41,109,36,46,30,12,42,15,0,9,87,5,7,0,4,9
120791103023,12, Florida,079, Madison County,25221.0,458,31,29,106,60,60,0,21,11,6,31,84,9,0,7,3,0
120791103024,12, Florida,079, Madison County,,280,17,22,27,23,9,61,0,1,0,18,0,48,2,5,32,15
120791104001,12, Florida,079, Madison County,49762.0,556,43,0,9,86,18,21,8,48,49,53,61,21,104,21,14,0
120791104002,12, Florida,079, Madison County,64284.0,353,6,0,47,0,15,0,17,0,0,22,132,18,13,65,8,10
120791104003,12, Florida,079, Madison County,52660.0,637,38,24,40,10,27,7,10,110,28,76,115,51,49,16,30,6
120330001001,12, Florida,033, Escambia County,59554.0,739,78,41,26,36,48,55,8,26,1,53,47,113,62,30,71,44
120330001002,12, Florida,033, Escambia County,66354.0,223,18,20,16,18,7,6,0,0,1,17,14,13,18,0,22,53
120330003001,12, Florida,033, Escambia County,72429.0,682,69,34,9,11,9,56,11,7,31,22,112,17,122,75,62,35
120330003002,12, Florida,033, Escambia County,63092.0,577,34,41,9,9,8,10,116,8,25,17,125,79,30,31,35,0
120330004001,12, Florida,033, Escambia County,31912.0,478,96,66,16,24,11,34,19,8,85,20,52,16,31,0,0,0
120330004002,12, Florida,033, Escambia County,15938.0,467,146,83,44,26,39,13,0,11,0,0,0,9,56,32,8,0
120330004003,12, Florida,033, Escambia County,15321.0,705,73,260,162,61,28,0,0,34,0,0,2,72,0,0,13,0
120330005001,12, Florida,033, Escambia County,86875.0,381,13,12,15,41,12,35,6,0,13,5,4,43,36,35,29,82
120330005002,12, Florida,033, Escambia County,124327.0,343,5,7,0,0,0,0,7,16,11,12,24,70,23,50,19,99
120330006001,12, Florida,033, Escambia County,,393,0,12,0,18,160,14,16,6,4,33,22,25,24,9,27,23
120330006002,12, Florida,033, Escambia County,57715.0,363,12,55,45,10,4,13,0,0,12,89,22,55,3,0,12,31
120330008011,12, Florida,033, Escambia County,,696,16,0,0,0,0,14,31,28,86,34,140,17,7,60,37,226
120330008012,12, Florida,033, Escambia County,75288.0,256,49,0,0,0,8,7,0,0,23,22,16,26,40,11,17,37
120330008021,12, Florida,033, Escambia County,126190.0,414,12,11,0,0,0,0,0,11,0,4,49,36,74,134,19,64
120330008022,12, Florida,033, Escambia County,74556.0,554,9,0,26,19,71,18,12,27,12,22,69,128,32,80,10,19
120330008023,12, Florida,033, Escambia County,,446,0,11,0,0,15,29,95,0,12,14,50,0,74,3,35,108
120330009001,12, Florida,033, Escambia County,117292.0,281,0,10,0,0,0,0,29,0,0,34,26,9,33,16,35,89
120330009002,12, Florida,033, Escambia County,102969.0,461,0,0,0,0,0,28,71,0,0,10,44,32,134,31,52,59
120330009003,12, Florida,033, Escambia County,138661.0,475,8,2,0,19,0,0,12,0,0,23,63,48,32,134,41,93
120330010011,12, Florida,033, Escambia County,70794.0,333,0,0,19,13,0,12,29,15,14,26,89,16,44,29,27,0
120330010012,12, Florida,033, Escambia County,194635.0,433,0,13,12,0,0,0,0,13,0,13,14,39,42,15,65,207
120330010013,12, Florida,033, Escambia County,76161.0,979,11,0,0,76,134,20,12,7,49,19,155,122,126,13,45,190
120330010014,12, Florida,033, Escambia County,105721.0,520,17,11,0,0,12,4,25,0,10,0,132,16,152,16,63,62
120330010015,12, Florida,033, Escambia County,117639.0,324,0,0,0,0,0,19,11,0,19,0,61,23,63,17,42,69
120330010021,12, Florida,033, Escambia County,78661.0,509,12,11,14,53,0,11,36,34,17,25,27,67,109,0,43,50
120330010022,12, Florida,033, Escambia County,54464.0,171,9,0,24,7,10,0,0,0,9,39,0,11,0,42,14,6
120330010023,12, Florida,033, Escambia County,52532.0,889,0,131,8,49,18,34,114,67,23,47,127,59,147,0,56,9
120330011011,12, Florida,033, Escambia County,142614.0,891,14,0,0,20,0,0,0,16,38,60,117,53,111,63,192,207
120330011012,12, Florida,033, Escambia County,88676.0,560,15,68,0,0,0,0,0,55,16,12,90,50,27,75,46,106
120330011013,12, Florida,033, Escambia County,104159.0,601,67,0,0,0,16,0,7,0,33,0,34,90,86,100,9,159
120330011014,12, Florida,033, Escambia County,71100.0,568,0,0,0,18,15,19,0,161,0,16,69,32,109,19,74,36
120330011031,12, Florida,033, Escambia County,101984.0,1219,18,9,0,37,45,33,22,48,40,54,152,115,212,68,160,206
120330011041,12, Florida,033, Escambia County,63885.0,411,0,20,0,33,0,15,0,28,0,78,64,99,31,0,32,11
120330011042,12, Florida,033, Escambia County,102188.0,776,0,47,16,11,0,0,84,20,0,73,44,79,89,126,166,21
120330011043,12, Florida,033, Escambia County,54659.0,567,37,0,7,42,58,0,31,47,0,106,66,24,125,14,0,10
120330011044,12, Florida,033, Escambia County,83000.0,1016,36,0,62,58,87,18,55,8,0,65,49,132,310,70,1,65
120330012011,12, Florida,033, Escambia County,,412,2,37,0,46,0,20,107,22,0,0,0,47,74,0,57,0
120330012012,12, Florida,033, Escambia County,64949.0,929,76,0,0,12,0,67,65,0,51,104,91,177,181,60,24,21
120330012013,12, Florida,033, Escambia County,77634.0,725,16,17,43,23,37,0,30,0,0,111,23,259,0,43,47,76
120330012014,12, Florida,033, Escambia County,90731.0,187,0,0,0,13,29,0,0,16,0,2,18,53,56,0,0,0
120330012021,12, Florida,033, Escambia County,50982.0,679,13,6,26,21,25,79,56,47,61,75,154,58,34,0,0,24
120330012022,12, Florida,033, Escambia County,41382.0,1037,110,17,47,65,96,96,56,65,122,100,54,73,74,14,25,23
120330013001,12, Florida,033, Escambia County,101579.0,678,59,24,0,0,6,0,21,24,11,46,79,57,159,63,16,113
120330013002,12, Florida,033, Escambia County,21250.0,696,133,0,209,24,51,6,45,48,7,50,12,77,31,0,3,0
120330013003,12, Florida,033, Escambia County,46350.0,335,17,17,0,21,8,30,21,40,25,8,8,45,14,81,0,0
120330014011,12, Florida,033, Escambia County,30242.0,384,6,7,5,6,165,52,13,0,4,19,32,31,36,0,0,8
120330014012,12, Florida,033, Escambia County,,56,7,18,0,0,0,25,0,6,0,0,0,0,0,0,0,0
120330014013,12, Florida,033, Escambia County,63125.0,198,26,0,0,0,9,24,0,8,0,31,4,29,52,0,5,10
120330014021,12, Florida,033, Escambia County,41369.0,873,153,18,0,82,57,47,68,21,49,76,65,60,111,0,66,0
120330014022,12, Florida,033, Escambia County,86225.0,681,0,0,0,28,0,15,15,0,0,85,145,78,168,0,126,21
120330014023,12, Florida,033, Escambia County,45871.0,701,112,0,0,83,33,103,0,0,56,223,0,51,0,26,14,0
120330014024,12, Florida,033, Escambia County,67809.0,615,70,0,26,0,0,0,45,76,17,48,128,105,12,13,50,25
120330015001,12, Florida,033, Escambia County,37222.0,360,50,84,0,5,25,0,18,34,41,0,0,82,21,0,0,0
120330015002,12, Florida,033, Escambia County,14028.0,136,23,52,8,6,0,0,10,14,0,23,0,0,0,0,0,0
120330016001,12, Florida,033, Escambia County,35905.0,483,37,35,13,74,68,4,35,42,0,28,29,103,7,8,0,0
120330017001,12, Florida,033, Escambia County,18977.0,557,83,124,121,23,68,0,0,22,2,0,35,33,27,9,0,10
120330017002,12, Florida,033, Escambia County,38646.0,456,52,18,25,17,47,8,87,24,43,31,78,0,3,3,20,0
120330018001,12, Florida,033, Escambia County,,309,24,27,25,0,31,7,0,24,11,0,30,12,5,113,0,0
120330018002,12, Florida,033, Escambia County,29100.0,456,45,79,80,4,29,26,51,5,4,5,50,33,15,0,13,17
120330019001,12, Florida,033, Escambia County,34853.0,702,77,120,10,11,56,78,64,6,17,36,71,119,18,12,7,0
120330020001,12, Florida,033, Escambia County,40769.0,384,28,10,21,24,42,7,52,26,9,15,34,40,27,9,40,0
120330020002,12, Florida,033, Escambia County,28068.0,473,80,40,50,55,37,31,23,10,20,21,0,39,0,24,0,43
120330021001,12, Florida,033, Escambia County,48025.0,1234,47,45,176,116,10,72,101,25,119,35,187,78,75,41,93,14
120330021002,12, Florida,033, Escambia County,21204.0,603,42,127,80,126,29,73,0,17,0,69,15,0,25,0,0,0
120330021003,12, Florida,033, Escambia County,37121.0,193,0,0,21,0,0,0,89,30,20,0,0,33,0,0,0,0
120330022001,12, Florida,033, Escambia County,83093.0,454,0,9,13,6,36,28,0,53,6,38,9,141,21,0,47,47
120330022002,12, Florida,033, Escambia County,31830.0,339,51,20,0,78,0,36,0,17,13,31,10,25,39,19,0,0
120330022003,12, Florida,033, Escambia County,41629.0,255,8,7,10,55,0,11,0,56,15,5,52,10,0,8,18,0
120330022004,12, Florida,033, Escambia County,43000.0,564,0,9,11,73,10,168,9,10,15,31,53,144,11,16,4,0
120330023001,12, Florida,033, Escambia County,115881.0,1213,0,24,0,38,0,137,107,0,13,33,75,104,187,88,91,316
120330023002,12, Florida,033, Escambia County,48794.0,705,0,22,116,76,22,76,0,0,68,81,144,20,46,19,0,15
120330023003,12, Florida,033, Escambia County,49903.0,439,14,22,0,0,32,20,19,0,116,71,24,67,23,1,30,0
120330024001,12, Florida,033, Escambia County,65000.0,500,27,0,27,1,11,13,25,44,40,32,75,42,82,33,26,22
120330025001,12, Florida,033, Escambia County,137875.0,629,0,0,0,0,29,0,0,0,0,140,8,34,63,63,93,199
120330025002,12, Florida,033, Escambia County,128938.0,793,14,14,5,0,2,8,22,21,0,40,50,103,91,108,128,187
120330026011,12, Florida,033, Escambia County,80125.0,1375,36,0,21,52,18,29,86,68,26,56,271,141,127,95,270,79
120330026021,12, Florida,033, Escambia County,168359.0,561,0,0,6,20,0,10,17,6,0,59,25,47,27,36,174,134
120330026022,12, Florida,033, Escambia County,163958.0,333,8,0,0,0,0,7,16,10,16,5,0,58,32,4,53,124
120330026041,12, Florida,033, Escambia County,71750.0,963,63,15,6,3,38,33,34,28,5,143,133,107,161,53,63,78
120330026042,12, Florida,033, Escambia County,86250.0,936,14,0,28,67,28,46,21,7,54,28,81,229,98,64,81,90
120330026051,12, Florida,033, Escambia County,59029.0,883,0,15,28,0,26,63,89,34,22,236,38,211,41,30,45,5
120330026052,12, Florida,033, Escambia County,72870.0,936,24,39,0,17,57,36,17,11,112,75,103,113,87,102,61,82
120330026061,12, Florida,033, Escambia County,75324.0,452,0,13,10,32,0,17,38,18,38,13,40,65,56,20,27,65
120330026062,12, Florida,033, Escambia County,78864.0,736,0,0,0,22,0,91,19,11,26,0,193,41,53,60,72,148
120330026071,12, Florida,033, Escambia County,123722.0,1745,24,0,0,0,26,55,69,68,12,60,70,273,238,47,206,597
120330026072,12, Florida,033, Escambia County,74667.0,360,0,79,14,0,0,0,14,12,17,15,31,10,96,12,47,13
120330027011,12, Florida,033, Escambia County,64559.0,1286,73,33,14,45,41,43,50,153,12,124,199,105,115,80,110,89
120330027031,12, Florida,033, Escambia County,39635.0,1051,332,46,4,31,21,63,32,63,0,58,182,35,136,0,20,28
120330027032,12, Florida,033, Escambia County,,223,30,44,0,32,0,7,0,0,0,17,12,81,0,0,0,0
120330027041,12, Florida,033, Escambia County,31693.0,679,152,33,52,37,33,59,28,11,0,22,72,81,74,1,24,0
120330027042,12, Florida,033, Escambia County,61882.0,1569,76,34,86,16,0,59,64,243,36,105,170,329,232,58,52,9
120330028011,12, Florida,033, Escambia County,82500.0,286,0,7,0,0,24,19,0,6,37,11,28,119,9,0,9,17
120330028012,12, Florida,033, Escambia County,66813.0,807,132,8,11,0,0,43,32,56,11,96,87,135,83,56,9,48
120330028021,12, Florida,033, Escambia County,92684.0,999,49,0,0,0,18,16,39,71,33,87,102,138,246,114,45,41
120330028022,12, Florida,033, Escambia County,73995.0,741,33,17,24,0,0,28,89,22,23,0,190,87,146,28,18,36
120330028023,12, Florida,033, Escambia County,,497,70,0,0,19,0,40,146,0,0,0,72,102,21,27,0,0
120330028031,12, Florida,033, Escambia County,42695.0,447,30,32,32,9,11,20,78,41,77,8,29,0,20,60,0,0
120330028032,12, Florida,033, Escambia County,36544.0,808,80,22,50,111,64,35,68,30,53,55,78,98,37,9,0,18
120330028041,12, Florida,033, Escambia County,61250.0,823,48,0,0,27,39,16,69,29,48,132,119,120,63,34,27,52
120330029001,12, Florida,033, Escambia County,62083.0,452,11,29,23,0,59,0,28,9,38,14,26,93,9,28,68,17
120330029002,12, Florida,033, Escambia County,38906.0,529,19,145,16,52,0,0,36,71,37,37,59,28,19,0,0,10
120330029003,12, Florida,033, Escambia County,45962.0,326,36,37,4,0,15,21,40,0,26,24,69,45,9,0,0,0
120330029004,12, Florida,033, Escambia County,39474.0,615,18,15,35,37,41,32,164,0,0,65,95,46,11,31,0,25
120330030011,12, Florida,033, Escambia County,31442.0,567,30,54,110,16,51,39,80,10,57,43,32,26,8,0,11,0
120330030012,12, Florida,033, Escambia County,60455.0,762,10,0,34,22,51,31,71,49,0,109,112,122,65,53,33,0
120330030021,12, Florida,033, Escambia County,51159.0,867,97,15,55,69,0,36,93,33,10,55,74,46,129,55,87,13
120330030022,12, Florida,033, Escambia County,36641.0,601,30,0,123,0,120,17,46,0,0,115,19,21,28,0,0,82
120330031001,12, Florida,033, Escambia County,32086.0,989,0,158,116,57,30,160,0,9,20,218,41,142,0,8,23,7
120330031002,12, Florida,033, Escambia County,26454.0,541,34,0,61,90,153,0,17,11,0,52,75,0,15,33,0,0
120330031003,12, Florida,033, Escambia County,85406.0,417,8,0,23,36,0,8,0,56,0,9,36,192,0,49,0,0
120330032011,12, Florida,033, Escambia County,,475,10,29,196,0,21,0,0,40,0,0,78,57,11,15,18,0
120330032012,12, Florida,033, Escambia County,44161.0,537,29,81,13,97,0,0,0,73,125,0,48,0,23,15,33,0
120330032013,12, Florida,033, Escambia County,69405.0,947,47,0,0,10,23,24,56,104,17,32,185,71,19,292,12,55
120330032031,12, Florida,033, Escambia County,80938.0,534,14,9,0,22,44,88,0,24,15,20,19,103,40,109,0,27
120330032032,12, Florida,033, Escambia County,45952.0,686,53,72,76,29,34,44,7,20,21,47,116,52,106,9,0,0
120330032033,12, Florida,033, Escambia County,60651.0,319,8,0,0,0,0,0,65,0,33,41,61,48,28,10,25,0
120330032034,12, Florida,033, Escambia County,35081.0,548,26,49,0,126,53,18,62,0,4,8,12,41,42,52,55,0
120330032041,12, Florida,033, Escambia County,75625.0,720,39,14,6,0,8,24,0,66,29,66,106,52,181,33,38,58
120330032042,12, Florida,033, Escambia County,75728.0,571,31,10,0,0,0,36,9,34,49,61,29,165,87,11,49,0
120330033011,12, Florida,033, Escambia County,87019.0,443,0,0,23,0,15,43,0,9,0,45,68,36,77,0,98,29
120330033012,12, Florida,033, Escambia County,110595.0,420,11,57,11,11,9,0,0,0,0,30,46,30,72,36,59,48
120330033013,12, Florida,033, Escambia County,66385.0,845,23,0,28,26,67,29,57,27,111,23,100,137,80,35,57,45
120330033051,12, Florida,033, Escambia County,71635.0,767,95,0,16,12,50,34,4,81,2,43,59,73,43,135,82,38
120330033071,12, Florida,033, Escambia County,55968.0,820,32,81,33,19,23,36,32,36,50,95,175,113,37,43,4,11
120330033081,12, Florida,033, Escambia County,67029.0,814,24,0,74,31,0,8,76,30,42,43,124,176,32,53,91,10
120330033082,12, Florida,033, Escambia County,56250.0,604,10,15,0,8,39,52,10,80,80,18,80,78,31,57,25,21
120330033083,12, Florida,033, Escambia County,69057.0,614,12,34,22,64,0,0,7,0,10,75,138,166,28,9,38,11
120330033101,12, Florida,033, Escambia County,73765.0,737,26,0,0,113,10,0,21,0,68,10,161,182,63,11,48,24
120330033102,12, Florida,033, Escambia County,61809.0,1049,0,49,8,7,14,112,123,0,21,53,281,154,127,50,40,10
120330033111,12, Florida,033, Escambia County,47684.0,375,0,0,7,0,11,156,9,0,61,14,41,35,24,0,0,17
120330033112,12, Florida,033, Escambia County,,540,0,73,24,22,0,173,12,0,17,0,22,155,20,0,22,0
120330033113,12, Florida,033, Escambia County,77788.0,437,18,18,0,0,59,53,0,15,13,17,24,85,59,62,14,0
120330033121,12, Florida,033, Escambia County,54507.0,609,17,0,90,21,78,0,30,0,38,89,22,61,36,14,0,113
120330033122,12, Florida,033, Escambia County,63068.0,617,61,11,0,18,0,43,84,14,0,20,164,20,48,116,5,13
120330033131,12, Florida,033, Escambia County,60790.0,841,0,11,0,52,110,5,13,45,40,123,130,124,112,30,12,34
120330033132,12, Florida,033, Escambia County,42708.0,395,29,16,0,70,0,35,7,68,76,31,11,10,0,0,42,0
120330033133,12, Florida,033, Escambia County,,152,40,0,10,0,17,0,0,0,9,0,0,64,12,0,0,0
120330034001,12, Florida,033, Escambia County,69244.0,982,0,61,0,7,0,55,27,146,10,89,175,128,171,20,26,67
120330034002,12, Florida,033, Escambia County,,468,85,55,0,38,0,58,23,0,0,0,57,26,46,80,0,0
120330034003,12, Florida,033, Escambia County,44620.0,594,28,98,67,0,0,0,26,92,10,177,44,14,38,0,0,0
120330034004,12, Florida,033, Escambia County,51567.0,747,55,0,45,98,29,10,0,0,55,187,34,27,17,53,8,129
120330035051,12, Florida,033, Escambia County,49375.0,740,16,14,29,55,81,24,35,30,96,32,36,132,15,72,57,16
120330035052,12, Florida,033, Escambia County,56767.0,929,57,15,18,44,106,23,46,57,31,130,56,85,194,47,0,20
120330035061,12, Florida,033, Escambia County,93200.0,606,0,6,8,19,13,58,6,7,34,81,39,95,96,50,17,77
120330035062,12, Florida,033, Escambia County,60972.0,1787,104,164,37,33,14,73,89,107,65,190,96,173,88,123,394,37
120330035071,12, Florida,033, Escambia County,65139.0,1450,165,67,49,26,27,29,57,22,49,27,292,56,334,61,55,134
120330035072,12, Florida,033, Escambia County,76696.0,833,68,0,94,35,100,0,41,0,31,38,0,187,9,144,68,18
120330035073,12, Florida,033, Escambia County,59674.0,998,19,2,32,18,125,58,38,99,10,101,66,74,19,219,18,100
120330035091,12, Florida,033, Escambia County,70673.0,689,55,35,12,40,19,60,13,61,0,29,49,151,48,18,51,48
120330035092,12, Florida,033, Escambia County,59503.0,1223,76,142,0,0,132,46,0,44,47,144,162,231,41,110,29,19
120330035101,12, Florida,033, Escambia County,46780.0,688,41,32,9,0,0,15,58,147,69,100,0,97,15,79,12,14
120330035102,12, Florida,033, Escambia County,66563.0,485,13,0,13,73,9,15,0,43,9,16,149,94,9,17,25,0
120330035111,12, Florida,033, Escambia County,68396.0,558,102,0,18,0,0,10,0,41,49,33,78,119,0,10,21,77
120330035112,12, Florida,033, Escambia County,107014.0,467,0,10,31,0,0,16,23,18,0,72,20,21,74,74,0,108
120330035121,12, Florida,033, Escambia County,82877.0,625,31,0,13,14,68,0,0,11,19,62,27,206,83,22,28,41
120330035122,12, Florida,033, Escambia County,66142.0,559,0,9,0,41,10,63,46,8,0,9,125,44,101,52,42,9
120330035123,12, Florida,033, Escambia County,109013.0,457,29,0,0,8,0,16,27,5,0,22,41,54,44,23,188,0
120330036031,12, Florida,033, Escambia County,123963.0,1529,12,37,8,0,14,135,0,68,0,214,27,149,142,162,333,228
120330036032,12, Florida,033, Escambia County,77695.0,856,70,41,19,0,21,0,93,0,60,19,100,173,10,20,130,100
